cause_id,penyebab_kematian
CS03275,"Unilateral or unspecified femoral hernia, with gangrene"
CS03276,Umbilical hernia without obstruction or gangrene
CS03277,Ulcerative (chronic) pancolitis
CS03278,Anal fistula
CS03279,Rectal prolapse
CS03280,"Haemorrhoids, unspecified"
CS03281,Haemoperitoneum
CS03282,Other specified disorders of peritoneum
CS03283,"Disorder of peritoneum, unspecified"
CS03284,"Toxic liver disease, unspecified"
CS03285,Hepatic sclerosis
CS03286,Primary biliary cirrhosis
CS03287,Calculus of gallbladder with other cholecystitis
CS03288,Biliary cyst
CS03289,Cyst of pancreas
CS03290,Coeliac disease
CS03291,"Cutaneous abscess, furuncle and carbuncle of face"
CS03292,"Cutaneous abscess, furuncle and carbuncle, unspecified"
CS03293,Cellulitis of other sites
CS03294,"Bullous disorder, unspecified"
CS03295,"Atopic dermatitis, unspecified"
CS03296,Other specified dermatitis
CS03297,Toxic erythema
CS03298,"Miliaria, unspecified"
CS03299,Seborrhoeic keratosis
CS03300,Other streptococcal arthritis and polyarthritis
CS03301,Juvenile arthritis with systemic onset
CS03302,"Polyarthritis, unspecified"
CS03303,"Gonarthrosis, unspecified"
CS03304,Pain in joint
CS03305,Hypersensitivity angiitis
CS03306,"Necrotizing vasculopathy, unspecified"
CS03307,"Scoliosis, unspecified"
CS03308,Other spondylosis with myelopathy
CS03309,"Spondylopathy, unspecified"
CS03310,Other specified intervertebral disc displacement
CS03311,"Intervertebral disc disorder, unspecified"
CS03312,Sciatica
CS03313,"Muscle wasting and atrophy, not elsewhere classified"
CS03314,Other specified bursopathies
CS03315,Pseudosarcomatous fibromatosis
CS03316,Unspecified osteoporosis with pathological fracture
CS03317,"Osteoporosis, unspecified"
CS03318,"Osteonecrosis, unspecified"
CS03319,Osteolysis
CS03320,Hydronephrosis with ureteropelvic junction obstruction
CS03321,Other and unspecified hydronephrosis
CS03322,Kinking and stricture of ureter without hydronephrosis
CS03323,Pyonephrosis
CS03324,"Disorder resulting from impaired renal tubular function, unspecified"
CS03325,Other cystitis
CS03326,"Flaccid neuropathic bladder, not elsewhere classified"
CS03327,"Disorder of urinary system, unspecified"
CS03328,"Orchitis, epididymitis and epididymo-orchitis with abscess"
CS03329,Other specified disorders of male genital organs
CS03330,"Disorder of male genital organs, unspecified"
CS03331,"Inflammatory disease of uterus, unspecified"
CS03332,"Female pelvic peritonitis, unspecified"
CS03333,Acquired atrophy of ovary and fallopian tube
CS03334,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
CS03335,Polyp of corpus uteri
CS03336,Other specified noninflammatory disorders of uterus
CS03337,Unspecified condition associated with female genital organs and menstrual cycle
CS03338,Missed abortion
CS03339,"Pre-eclampsia, unspecified"
CS03340,"Pregnancy-related condition, unspecified"
CS03341,Infection of amniotic sac and membranes
CS03342,Placenta praevia specified as without haemorrhage
CS03343,"Premature separation of placenta, unspecified"
CS03344,Other uterine inertia
CS03345,"Intrapartum haemorrhage, unspecified"
CS03346,First degree perineal laceration during delivery
CS03347,Rupture of uterus before onset of labour
CS03348,Third-stage haemorrhage
CS03349,Other complications of obstetric surgery and procedures
CS03350,"Complication of labour and delivery, unspecified"
CS03351,Fetus and newborn affected by maternal infectious and parasitic diseases
CS03352,Fetus and newborn affected by other maternal conditions
CS03353,Fetus and newborn affected by polyhydramnios
CS03354,Fetus and newborn affected by multiple pregnancy
CS03355,Fetus and newborn affected by placenta praevia
CS03356,Fetus and newborn affected by other compression of umbilical cord
CS03357,"Fetus and newborn affected by abnormality of membranes, unspecified"
CS03358,Fetus and newborn affected by breech delivery and extraction
CS03359,Fetus and newborn affected by caesarean delivery
CS03360,Fetus and newborn affected by other specified complications of labour and delivery
CS03361,Fetus and newborn affected by other maternal medication
CS03362,Small for gestational age
CS03363,Neonatal aspiration of amniotic fluid and mucus
CS03364,Other conditions related to interstitial emphysema originating in the perinatal period
CS03365,Other pulmonary haemorrhages originating in the perinatal period
CS03366,Primary sleep apnoea of newborn
CS03367,"Cardiovascular disorder originating in the perinatal period, unspecified"
CS03368,Congenital cytomegalovirus infection
CS03369,Congenital tuberculosis
CS03370,Neonatal conjunctivitis and dacryocystitis
CS03371,Neonatal urinary tract infection
CS03372,Neonatal haematemesis
CS03373,Other specified neonatal haemorrhages
CS03374,"Neonatal haemorrhage, unspecified"
CS03375,ABO isoimmunization of fetus and newborn
CS03376,Kernicterus due to isoimmunization
CS03377,"Kernicterus, unspecified"
CS03378,Neonatal diabetes mellitus
CS03379,"Intestinal obstruction of newborn, unspecified"
CS03380,"Perinatal digestive system disorder, unspecified"
CS03381,"Hypothermia of newborn, unspecified"
CS03382,Neonatal cerebral ischaemia
CS03383,Neonatal coma
CS03384,Acquired hydrocephalus of newborn
CS03385,"Termination of pregnancy, affecting fetus and newborn"
CS03386,Anencephaly
CS03387,"Encephalocele, unspecified"
CS03388,Atresia of foramina of Magendie and Luschka
CS03389,Unspecified spina bifida with hydrocephalus
CS03390,"Congenital malformation of face and neck, unspecified"
CS03391,Discordant atrioventricular connection
CS03392,Atrioventricular septal defect
CS03393,Congenital stenosis of aortic valve
CS03394,Congenital mitral insufficiency
CS03395,Stenosis of pulmonary artery
CS03396,Choanal atresia
CS03397,Other congenital malformations of bronchus
CS03398,Congenital hypertrophic pyloric stenosis
CS03399,"Congenital absence, atresia and stenosis of small intestine, part unspecified"
CS03400,"Renal agenesis, unilateral"
CS03401,Renal dysplasia
CS03402,"Cystic kidney disease, unspecified"
CS03403,Ectopic kidney
CS03404,Exstrophy of urinary bladder
CS03405,"Congenital malformation of urinary system, unspecified"
CS03406,Craniosynostosis
CS03407,Exomphalos
CS03408,"Congenital ichthyosis, unspecified"
CS03409,Tuberous sclerosis
CS03410,Congenital malformation syndromes involving early overgrowth
CS03411,Congenital malformations of spleen
CS03412,Other specified congenital malformations
CS03413,Epistaxis
CS03414,Pleurisy
CS03415,"Hepatomegaly, not elsewhere classified"
CS03416,"Splenomegaly, not elsewhere classified"
CS03417,"Hepatomegaly with splenomegaly, not elsewhere classified"
CS03418,"Localized swelling, mass and lump, neck"
CS03419,Cyanosis
CS03420,Spontaneous ecchymoses
CS03421,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems
CS03422,Extrarenal uraemia
CS03423,Other amnesia
CS03424,Restlessness and agitation
CS03425,"Pain, unspecified"
CS03426,Febrile convulsions
CS03427,Other shock
CS03428,"Enlarged lymph nodes, unspecified"
CS03429,Localized oedema
CS03430,Generalized oedema
CS03431,"Oedema, unspecified"
CS03432,"Lack of expected normal physiological development, unspecified"
CS03433,Abnormal weight loss
CS03434,Elevated erythrocyte sedimentation rate
CS03435,Abnormal findings on diagnostic imaging of liver and biliary tract
CS03436,Abnormal results of function studies of central nervous system
CS03437,Abnormal results of function studies of other organs and systems
CS03438,Pedestrian injured in collision with railway train or railway vehicle : unspecified whether traffic or nontraffic accident
CS03439,Occupant [any] of heavy transport vehicle injured in unspecified traffic accident
CS03440,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
CS03441,Accidental poisoning by and exposure to carbon monoxide from unspecified sources
CS03442,Accidental poisoning by and exposure to other specified gases and vapours
CS03443,By unspecified person
CS03444,Salmonella sepsis
CS03445,Lepromatous leprosy
CS03446,Sepsis due to Streptococcus pneumoniae
CS03447,Chikungunya virus disease
CS03448,Plasmodium falciparum malaria with cerebral complications
CS03449,Malignant neoplasm: Tonsillar pillar (anterior)(posterior)
CS03450,Malignant neoplasm: Overlapping lesion of oropharynx
CS03451,Malignant neoplasm: Overlapping lesion of bronchus and lung
CS03452,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs
CS03453,Malignant neoplasm: Malignant melanoma of trunk
CS03454,Mesothelioma of other sites
CS03455,Prolymphocytic leukaemia of T-cell type
CS03456,"Myelodysplastic and myeloproliferative disease, not elsewhere classified"
CS03457,"Nutritional anaemia, unspecified"
CS03458,Primary thrombophilia
CS03459,"Disorder of adrenal gland, unspecified"
CS03460,Multi-infarct dementia
CS03461,Mental and behavioural disorders due to use of alcohol : other mental and behavioural disorders
CS03462,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state
CS03463,Delusional disorder
CS03464,"Eating disorder, unspecified"
CS03465,"Dystonia, unspecified"
CS03466,Other chorea
CS03467,Neuromyelitis optica [Devic]
CS03468,Special epileptic syndromes
CS03469,"Mitochondrial myopathy, not elsewhere classified"
CS03470,"Disorder of eye and adnexa, unspecified"
CS03471,Other mitral valve diseases
CS03472,"Combined disorders of mitral, aortic and tricuspid valves"
CS03473,Acute transmural myocardial infarction of unspecified site
CS03474,Cardiac arrest with successful resuscitation
CS03475,Ventricular premature depolarization
CS03476,Aneurysm and dissection of other specified arteries
CS03477,Embolism and thrombosis of arteries of upper extremities
CS03478,Other diseases of capillaries
CS03479,Acute bronchiolitis due to respiratory syncytial virus
CS03480,Pleural plaque without asbestos
CS03481,Other pneumothorax
CS03482,"Disorder of teeth and supporting structures, unspecified"
CS03483,"Disease of salivary gland, unspecified"
CS03484,Gastro-oesophageal reflux disease without oesophagitis
CS03485,Angiodysplasia of colon
CS03486,Radiation proctitis
CS03487,Abscess of intestine
CS03488,Polymyositis
CS03489,Recurrent and persistent haematuria : unspecified
CS03490,Fetus and newborn affected by incompetent cervix
CS03491,Cerebral haemorrhage due to birth injury
CS03492,"Sepsis of newborn due to streptococcus, group B"
CS03493,Sepsis of newborn due to other and unspecified staphylococci
CS03494,"Complications of intrauterine procedures, not elsewhere classified"
CS03495,Other congenital malformations of tricuspid valve
CS03496,Spondyloepiphyseal dysplasia
CS03497,Situs inversus
CS03498,Pedestrian injured in collision with pedal cycle : traffic accident
CS03499,Other nonpowered-aircraft accidents injuring occupant
CS03500,Insulin and oral hypoglycaemic [antidiabetic] drugs
CS03501,Other antipsychotics and neuroleptics
CS03502,Chronic intestinal amoebiasis
CS03503,"Tuberculosis of lung, confirmed histologically"
CS03504,Streptobacillosis
CS03505,Toxic shock syndrome
CS03506,Progressive multifocal leukoencephalopathy
CS03507,Acute hepatitis B without delta-agent with hepatic coma
CS03508,Acute delta-(super)infection in chronic hepatitis B
CS03509,"Chronic viral hepatitis, unspecified"
CS03510,HIV disease resulting in multiple malignant neoplasms
CS03511,Candidiasis of other urogenital sites
CS03512,"Mucormycosis, unspecified"
CS03513,Echinococcus granulosus infection of liver
CS03514,Malignant neoplasm: External upper lip
CS03515,Malignant neoplasm: Overlapping lesion of nasopharynx
CS03516,Malignant neoplasm: Overlapping lesion of hypopharynx
CS03517,Malignant neoplasm: Spleen
CS03518,"Malignant neoplasm: Bone and articular cartilage of limb, unspecified"
CS03519,Malignant neoplasm: Overlapping lesion of connective and soft tissue
CS03520,Malignant neoplasm: Cauda equina
CS03521,Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system
CS03522,Malignant neoplasm: Parathyroid gland
CS03523,Lymphoblastic (diffuse) lymphoma
CS03524,Other mature T/NK-cell lymphomas
CS03525,Other specified types of non-Hodgkin lymphoma
CS03526,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]
CS03527,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites
CS03528,Neoplasm of uncertain or unknown behaviour: Other urinary organs
CS03529,Neoplasm of uncertain or unknown behaviour: Spinal cord
CS03530,Neoplasm of uncertain or unknown behaviour: Other parts of central nervous system
CS03531,"Neoplasm of uncertain or unknown behaviour: Endocrine gland, unspecified"
CS03532,Iron deficiency anaemia secondary to blood loss (chronic)
CS03533,Protein deficiency anaemia
CS03534,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
CS03535,Other sickle-cell disorders
CS03536,Secondary sideroblastic anaemia due to disease
CS03537,Genetic anomalies of leukocytes
CS03538,"Disease of spleen, unspecified"
CS03539,Hereditary hypogammaglobulinaemia
CS03540,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders
CS03541,Congenital hypothyroidism without goitre
CS03542,Malnutrition-related diabetes mellitus with ketoacidosis
CS03543,Malnutrition-related diabetes mellitus with other specified complications
CS03544,Obesity due to excess calories
